sep=,
time,epoch,test_loss,train_loss
2019-08-22 15:14:10,1900,0.132895,0.149776
2019-08-22 15:14:23,1910,0.125725,0.153359
2019-08-22 15:14:37,1920,0.115904,0.135698
2019-08-22 15:14:50,1930,0.132239,0.164516
2019-08-22 15:15:02,1940,0.141162,0.167343
2019-08-22 15:15:15,1950,0.140704,0.1631
2019-08-22 15:15:28,1960,0.14893,0.124914
2019-08-22 15:15:41,1970,0.116369,0.11806
2019-08-22 15:15:53,1980,0.135659,0.122422
2019-08-22 15:16:06,1990,0.165237,0.13783
