TP;TN;FN;FP;
37;218;214;47233;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_17.pt
39;216;191;47256;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_18.pt
36;219;144;47303;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_19.pt
0;255;0;47447;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_2.pt
39;216;186;47261;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_20.pt
39;216;201;47246;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_21.pt
40;215;217;47230;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_22.pt
38;217;202;47245;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_23.pt
27;228;148;47299;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_24.pt
37;218;215;47232;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_25.pt
37;218;210;47237;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_26.pt
37;218;206;47241;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_27.pt
35;220;157;47290;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_28.pt
36;219;209;47238;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_29.pt
0;255;0;47447;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_3.pt
0;255;0;47447;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_4.pt
1;254;2;47445;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_5.pt
2;253;4;47443;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_6.pt
2;253;2;47445;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_7.pt
3;252;10;47437;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_8.pt
9;246;101;47346;data\trainings_results\models\R4a_evaluate_fux_rules_from_two_sides_rule_targets\R4a_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_9.pt
