TP;TN;FN;FP;
10846;43;962;35851;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_17.pt
10839;50;959;35854;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_18.pt
10823;66;895;35918;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_19.pt
7187;3702;5446;31367;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_2.pt
10838;51;826;35987;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_20.pt
10847;42;972;35841;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_21.pt
10842;47;458;36355;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_22.pt
10839;50;543;36270;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_23.pt
10758;131;498;36315;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_24.pt
10839;50;486;36327;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_25.pt
10843;46;418;36395;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_26.pt
10842;47;492;36321;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_27.pt
10840;49;382;36431;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_28.pt
10846;43;461;36352;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_29.pt
5153;5736;1495;35318;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_3.pt
7694;3195;1680;35133;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_4.pt
9971;918;1018;35795;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_5.pt
10425;464;1263;35550;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_6.pt
10722;167;1095;35718;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_7.pt
10838;51;2099;34714;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_8.pt
10826;63;1036;35777;data\trainings_results\models\R2_evaluate_fux_rules_from_two_sides_rule_targets\R2_evaluate_fux_rules_from_two_sides_rule_targets_hlc2_hls312_opti_ADAM_lossf_BCEL_lr_0,000100_epoch_9.pt
